"index","id","name","alias","type","rating","review_count","price","location","latitude","longitude"
"1015","v7v5tBNAaagkF38uezG7EQ","Burgerim","burgerim-los-angeles-11","burgers","4",79,"2",91324,"34.2341","-118.553"
"1016","gtPpFBm_d1GvhkaF4iJTrQ","Gus's World Famous Fried Chicken","guss-world-famous-fried-chicken-burbank","southern","4",799,"2",91502,"34.1799","-118.302"
"1017","lm7GYvbRAGdNj1sQ10UawQ","Kickin KAsian - Encino","kickin-kasian-encino-encino","seafood","4",194,"2",91316,"34.1618","-118.517"
"1018","RsQIUUAMM5xNeHSP_M0VrQ","Chick-fil-A","chick-fil-a-northridge","hotdogs","4",615,"1",91324,"34.2322","-118.554"
"1019","8lQdlnHokoGzTCpR8c1PPw","Vinh Loi Tofu","vinh-loi-tofu-reseda","vietnamese","4.5",1535,"2",91335,"34.2013","-118.539"
"1020","JqqH_PEm3ZT-8oYVNGI3Cw","Guisados","guisados-burbank-2","mexican","4",556,"1",91502,"34.1827","-118.311"
"1021","pQgHi35rmIIJXgQrUAIVUA","Urbane Cafe","urbane-cafe-valencia","sandwiches","4.5",533,"2",91381,"34.3924","-118.573"
"1022","ijKYr_JMWzGc-Sq7BpdnDg","Flame Pizzeria","flame-pizzeria-reseda","pizza","4.5",480,"2",91335,"34.194","-118.554"
"1023","PN6q6L6CDHrzkBZ6XOoV6A","Khun Moo Thai Kitchen","khun-moo-thai-kitchen-northridge","thai","4.5",238,"2",91325,"34.2284","-118.527"
"1024","LKVp8ZGlOXKLC0AnytE8mQ","Las Fuentes","las-fuentes-reseda","mexican","4",1612,"1",91335,"34.194","-118.534"
"1025","Pj08MbNLLwdLnJS0ImsMkA","Fresh Potato Factory","fresh-potato-factory-northridge","newamerican","4.5",544,"1",91324,"34.2417","-118.535"
"1026","KzG--IWFJXqHfpgodywCwA","Morton's The Steakhouse","mortons-the-steakhouse-woodland-hills-2","steak","4",430,"4",91367,"34.1844","-118.597"
"1027","IEanQPESKzqJTJ7sumdh0g","On The Thirty","on-the-thirty-sherman-oaks","newamerican","4",1230,"2",91403,"34.1512","-118.452"
"1028","bPaNq1UPZnB2QioG8sQ07g","Olive Garden Italian Restaurant","olive-garden-italian-restaurant-chatsworth-2","italian","3",548,"2",91311,"34.2348","-118.563"
"1029","_GxXKKCjz5jYDjpQs_KPZQ","Costa Grande","costa-grande-van-nuys-3","mexican","4.5",821,"1",91405,"34.2002","-118.467"
"1030","bWUJoW6UOnPhp4AUIniKPA","Urban Plates","urban-plates-woodland-hills","newamerican","4",301,"2",91364,"34.1693","-118.603"
"1031","jb7WnujGzZiVkgx1RnrlPg","7Fusion","7fusion-los-angeles","asianfusion","4.5",142,"2",91423,"34.1503","-118.443"
"1032","0KJwtZUbEzD6-AKy63tiOQ","Ca Del Sole","ca-del-sole-toluca-lake-2","italian","4",800,"2",91602,"34.1441","-118.361"
"1033","aRXhjkQ71aFkUla1nfrkUQ","New York Chicken & Gyro","new-york-chicken-and-gyro-canoga-park","mediterranean","5",804,"1",91303,"34.208","-118.606"
"1034","rghorhdiE9-gl3fUG0scfg","Black Market Liquor Bar","black-market-liquor-bar-studio-city-4","newamerican","4",1481,"2",91604,"34.1432","-118.391"
"1035","yHrU9rEbkkrvBU_Djmk5Zg","BJ's Restaurant & Brewhouse","bjs-restaurant-and-brewhouse-valencia","newamerican","2.5",679,"2",91355,"34.4173","-118.561"
"1036","vJeTE3FreD_D3CxTMSodIA","Sam Woo BBQ","sam-woo-bbq-van-nuys","bbq","4",600,"2",91411,"34.188","-118.465"
"1037","DDRZIICbOHKSxTWsgSrVlQ","GRANVILLE","granville-burbank-5","newamerican","4",2310,"2",91502,"34.1811","-118.309"
"1038","LPYhpjgIw3r-DBWy6Q-0Pg","Buca di Beppo Italian Restaurant","buca-di-beppo-santa-clarita-4","italian","3",404,"2",91355,"34.4178","-118.561"
"1039","AfO9XqF6VOf0Mz-hYTpgtQ","Buffalo Wild Wings","buffalo-wild-wings-northridge-2","chicken_wings","2",1035,"2",91324,"34.2401","-118.557"
"1040","oyEqOY5cYGoBlfPGNecyWg","Presidente","presidente-northridge","mexican","2.5",178,"2",91325,"34.2574","-118.535"
"1041","AVOSQIcJzs0jJwGTOL3uVg","Bricks","bricks-santa-clarita","burgers","4",1043,"2",91321,"34.3788","-118.552"
"1042","hRrYdmRtE8rp6iQW5Kn5aQ","Got Sushi & King's burgers","got-sushi-and-kings-burgers-northridge","burgers","4",1256,"2",91324,"34.2404","-118.537"
"1043","jihqC3dpUtd5iRF4dbiB1w","Tuning Fork","tuning-fork-studio-city-2","gastropubs","4",626,"2",91604,"34.1446","-118.394"
"1044","PGGNzatbpUPlreWdcAl7cw","Umaichi Ramen","umaichi-ramen-santa-clarita-3","ramen","4",602,"2",91350,"34.4341","-118.53"
"1045","gWolbpitACgjL17MVIgpkA","Sharky's Woodfired Mexican Grill","sharkys-woodfired-mexican-grill-northridge-2","mexican","4",202,"2",91325,"34.2352","-118.535"
"1046","e2hdxCk-FhtMHOZKhb0MiQ","E.D.B.","e-d-b-burbank","newamerican","4.5",77,"2",91505,"34.1945","-118.347"
"1047","CjIindnVj2guk0idS-pOVw","All American BBQ","all-american-bbq-northridge","bbq","3.5",219,"2",91324,"34.2584","-118.54"
"1048","d2HTwgx6RHGsk4ajksMAhg","Kogi BBQ Truck","kogi-bbq-truck-northridge","korean","4",61,"1",91311,"34.2649","-118.522"
"1049","HvVeH4Q8pyUA5MgCEloFnA","Caprese Restaurant","caprese-restaurant-los-angeles","italian","4",47,"2",91311,"34.2489","-118.607"
"1050","RiWmam5SMn1xwHB5OITgLA","House of Galbi","house-of-galbi-los-angeles","korean","4",437,"2",91436,"34.1562","-118.48"
"1051","9seQUx1EqpWjvsVXOLlEng","EMC Seafood & Raw Bar - Woodland Hills","emc-seafood-and-raw-bar-woodland-hills-woodland-hills","seafood","4",558,"2",91367,"34.1847","-118.605"
"1052","qFgvteYJvPClWcSW8oJj1g","Hook Burger","hook-burger-santa-clarita-3","burgers","4.5",375,"2",91355,"34.4196","-118.561"
"1053","IkKUm0D7eAZGiqtNKWqhxA","Saddle Ranch Chop House","saddle-ranch-chop-house-valencia","steak","3.5",485,"2",91355,"34.414","-118.557"
"1054","reDp2lDp4V7lhDmCJfEIZA","Larsen's Steakhouse - Valencia","larsens-steakhouse-valencia-valencia","steak","4",507,"4",91355,"34.4173","-118.561"
"1055","zr6TP169aTUjkAKAuglqOA","Peking Duck","peking-duck-simi-valley-2","chinese","4",175,"2",93063,"34.2793","-118.691"
"1056","ncEvpljfx7mgjGDvWxYtyA","Outback Steakhouse","outback-steakhouse-northridge","steak","3",419,"2",91324,"34.2579","-118.54"
"1057","mAavr-iAzJFccv-QgckbiQ","Pho 22","pho-22-northridge","vietnamese","3.5",361,"1",91324,"34.246","-118.537"
"1058","AX1MUmBhdr8tCptUOSMALg","GRANVILLE","granville-studio-city","newamerican","4.5",1639,"2",91604,"34.1431","-118.403"
"1059","mz_eleAjVxuRg0Xzg_NDMw","Pieology Pizzeria","pieology-pizzeria-granada-hills-2","pizza","4",325,"1",91344,"34.2656","-118.525"
"1060","hFLhXW5PuO1BBxmJd8USrg","La Charrita","la-charrita-santa-clarita-3","mexican","4.5",211,"2",91321,"34.377","-118.527"
"1061","YXYU5yIXINS3Tpa7Zq_WMQ","The Red Door","the-red-door-toluca-lake","bars","4.5",421,"2",91602,"34.1525","-118.35"
"1062","Wq9E82KNZXcOKFW2JHyKUA","Pine Tree Korean Bbq Restaurant","pine-tree-korean-bbq-restaurant-northridge","korean","3.5",593,"2",91324,"34.2211","-118.536"
"1063","o_rhsB-W3eWn3HBBRCYIQw","EMC Seafood & Raw Bar","emc-seafood-and-raw-bar-valencia","seafood","4",269,"2",91355,"34.4167","-118.56"
"1064","NpyB0J5VfjmvTxRHVmKxtQ","Los Toros Mexican Restaurant","los-toros-mexican-restaurant-chatsworth","mexican","3",1433,"2",91311,"34.2575","-118.603"
"1065","wZn12IonoIr5tG9aX3H11A","Temakitto","temakitto-santa-clarita","asianfusion","4.5",400,"2",91355,"34.4432","-118.573"
"1066","t7CakyTux_3QtutqJKJbow","The Local Pub & Grill","the-local-pub-and-grill-valencia-2","sportsbars","4.5",366,"2",91381,"34.4097","-118.579"
"1067","xXhzYUkAJXzvOxP-ShixHQ","Dizin Persian Cuisine","dizin-persian-cuisine-los-angeles","persian","4.5",340,"2",91335,"34.1935","-118.536"
"1068","K8THNIocx7LXuVMI7ifykw","San Carlo Italian Deli","san-carlo-italian-deli-chatsworth","delis","4.5",578,"2",91311,"34.2551","-118.58"
"1069","ke17kDAiwX-OlbfA94q6eA","Pho So 1","pho-so-1-reseda","vietnamese","4",624,"1",91335,"34.2021","-118.536"
"1070","PrsXPorqSs7F-zq0F06hXw","Mother India Restaurant","mother-india-restaurant-chatsworth","indpak","4",175,"2",91311,"34.2569","-118.592"
"1071","u3LPJMpezldn_ReXL_Eu5Q","Newhall Press Room","newhall-press-room-santa-clarita","wine_bars","4.5",119,"2",91321,"34.378","-118.528"
"1072","zkmqovZ3c5Hv53cRUiN0ZQ","Toscanova Calabasas","toscanova-calabasas-calabasas","italian","3",434,"2",91302,"34.1533","-118.647"
"1073","vQ3MVisdyLCE6E2In-COQA","H.O.M. Italian Eatery","h-o-m-italian-eatery-los-angeles","italian","4.5",104,"2",91364,"34.1668","-118.594"
"1074","gxzcV9_8ZAR0_DdDlQy0ug","Frida Mexican Cuisine","frida-mexican-cuisine-sherman-oaks","mexican","3",345,"2",91433,"34.1557","-118.467"
"1075","8EOjBUCAhIN3MmUTv0lkJA","Royal Tandoor","royal-tandoor-santa-clarita","indpak","4.5",866,"2",91350,"34.4274","-118.535"
"1076","0QDJ-BvdQ0xUVb2hxc1XNw","Mizlala","mizlala-los-angeles-3","mediterranean","4.5",316,"2",91403,"34.1523","-118.467"
"1077","KG7_W4AuXuml0vZBmp_ViQ","Sipan Bakery Express","sipan-bakery-express-los-angeles-2","sandwiches","4.5",76,"1",91325,"34.2504","-118.519"
"1078","AN2NlhwP_4SAr1-ELrgpHg","Public School 818","public-school-818-sherman-oaks","gastropubs","3.5",1038,"2",91403,"34.1535","-118.466"
"1079","9iBNBox5UHLu5YR-HqSzGg","Azul Tequila","azul-tequila-valencia-2","mexican","4",554,"2",91355,"34.4229","-118.58"
"1080","l1_rQbVIMZ3mhpVZ2_DUGg","Cafe La Praviana","cafe-la-praviana-los-angeles-2","salvadoran","4.5",86,"1",91335,"34.2088","-118.519"
"1081","peFrEmA8XLxsC1YERledGw","Wang Dweh Ji Korean BBQ","wang-dweh-ji-korean-bbq-reseda","korean","3",352,"2",91335,"34.2087","-118.536"
"1082","F_AdxVqqLKNQiK61HU0QEA","Mom Can Cook Thai Kitchen","mom-can-cook-thai-kitchen-canyon-country","thai","4.5",684,"2",91387,"34.4163","-118.454"
"1083","AzNmDgW_piJ2pFG1y4Ho1w","Jimmy's Famous American Tavern","jimmys-famous-american-tavern-woodland-hills-3","tradamerican","4",844,"2",91367,"34.1846","-118.605"
"1084","CJ0tokYi9dADS8y2rZIB-w","Ensenada Fish Tacos","ensenada-fish-tacos-los-angeles-12","tacos","4.5",17,"2",91406,"34.1863","-118.512"
"1085","39lRkVdt9rUWg_N7BmiH5Q","Larsen's Steakhouse","larsens-steakhouse-woodland-hills-2","steak","4",542,"4",91367,"34.184","-118.605"
"1086","jHUEnk7iUvHmXBodKSPHNg","Spumoni Restaurant","spumoni-restaurant-sherman-oaks","italian","4.5",779,"2",91403,"34.1514","-118.45"
"1087","XeoWybeo_7dnKluBtpdwLQ","Micheladas Mexican Grill","micheladas-mexican-grill-santa-clarita","mexican","4.5",212,"2",91387,"34.4163","-118.452"
"1088","mVQlICliEOr_cCfBBf7tTA","Ninong's Pastries & Cafe","ninongs-pastries-and-cafe-northridge-2","filipino","3",229,"2",91324,"34.2344","-118.559"
"1089","JYS8vmR1sLZcZclsiYG-ig","California Pizza Kitchen at Northridge","california-pizza-kitchen-at-northridge-northridge-2","pizza","3",401,"2",91324,"34.2402","-118.555"
"1090","vDvB8EL7ckok-Ov4lGkfJQ","The Swingin Door Texas BBQ","the-swingin-door-texas-bbq-north-hollywood","bbq","4",690,"2",91605,"34.1937","-118.371"
"1091","itZ3_soXu9qzlOUGyccrkw","Firehouse Taverna","firehouse-taverna-tarzana","greek","4",763,"2",91335,"34.1863","-118.535"
"1092","1HfgX6qhtRDg7oIT1e1n5w","Wood & Water","wood-and-water-los-angeles","newamerican","4",196,"3",91423,"34.1472","-118.424"
"1093","mcr_5lD0pRKye1kT9AjckA","Brent's Deli Northridge","brents-deli-northridge-los-angeles","delis","4.5",2026,"2",91324,"34.2289","-118.56"
"1094","CNs1LYGNTGyiGFB3QubhLQ","SunCafe Organic","suncafe-organic-studio-city","vegan","4.5",2161,"2",91604,"34.1386","-118.367"
"1095","3zmQasz4cgquqHJWgGgBeQ","Sazón Colombia","sazón-colombia-chatsworth","colombian","4",155,"2",91311,"34.2318","-118.579"
"1096","f9veJNF1TGCipwwDpADlwA","Souplantation","souplantation-northridge-2","vegetarian","3.5",477,"2",91326,"34.2752","-118.566"
"1097","UKf7-Iwdzwz3ci-sbrYd2A","Peru's Taste","perus-taste-northridge","peruvian","4",207,"2",91325,"34.2202","-118.51"
"1098","noJoGuxU727zb6UElZa4eA","Jersey Mike's Subs","jersey-mikes-subs-granada-hills-2","sandwiches","3.5",122,"1",91344,"34.2651","-118.527"
"1099","a2RYTS9dc0-jsjSTWIaWmA","Gyu-Kaku Japanese BBQ","gyu-kaku-japanese-bbq-canoga-park","japanese","3.5",867,"2",91303,"34.191","-118.602"
"1100","FDlVnXJNG-05cen-ekGBhw","Shamshiri Restaurant","shamshiri-restaurant-northridge","persian","4",444,"2",91324,"34.2206","-118.553"
"1101","_3bwykq6Lgjb6fAsTe3AaQ","Antonio's Tacos & Kabob","antonios-tacos-and-kabob-northridge","mexican","4.5",215,"2",91324,"34.2242","-118.536"
"1102","oacsqFDrYJLjkb_71wUKfA","Rattler's Bar B Que","rattlers-bar-b-que-santa-clarita","bbq","3.5",715,"2",91351,"34.4171","-118.503"
"1103","-86jfWH9ZaIT6ScOU8REtw","Mutsumi","mutsumi-chatsworth","japanese","4",405,"2",91311,"34.2578","-118.591"
"1104","MgDV9MQAq9qOCq5-pmz2yQ","Claim Jumper Restaurants","claim-jumper-restaurants-valencia-2","tradamerican","3",382,"2",91381,"34.3905","-118.571"
"1105","e9hpLuPvY5RhJnrfCu4mFA","Corn N' Crab","corn-n-crab-canoga-park","cajun","4",273,"2",91303,"34.2012","-118.591"
"1106","FZQygQnVU1vVbhhrPcUYIQ","Panini Kabob Grill","panini-kabob-grill-woodland-hills","mediterranean","4",1058,"2",91367,"34.1872","-118.601"
"1107","7gD26xiXPXRu-UwmFqyY0g","Terrace Restaurant & Lounge","terrace-restaurant-and-lounge-encino","lebanese","3.5",275,"2",91316,"34.1608","-118.508"
"1108","fVPiyz9oQgc1XRvftVUNcg","Spumante Restaurant","spumante-restaurant-north-hollywood","italian","4.5",572,"2",91601,"34.1651","-118.372"
"1109","rqEyfQSNMjf76iyv75fYnw","Petit Trois","petit-trois-sherman-oaks","french","3.5",430,"3",91423,"34.1482","-118.431"
"1110","pOrFmRBjC9aBjbDkMLzd8w","Q&Q Hawaiian BBQ","q-and-q-hawaiian-bbq-northridge","hawaiian","4",243,"1",91324,"34.2311","-118.553"
"1111","mb3pAgFlJeYZkYMO9B1mBg","Agua Chiles Sushi Bar","agua-chiles-sushi-bar-northridge","sushi","4",434,"2",91324,"34.2365","-118.537"
"1112","syx-6W2C3ezuGR8G4nMHIg","The Munch Box","the-munch-box-los-angeles","burgers","4",268,"1",91311,"34.2572","-118.6"
"1113","Uxr63wQ6fVQtSWkfN-MdYQ","Sushi Katsu-Ya Woodland Hills","sushi-katsu-ya-woodland-hills-woodland-hills","sushi","3.5",305,"2",91367,"34.1833","-118.606"
"1114","FWVAq1ltgtKIoZ9mMsXYNw","The Surly Goat","the-surly-goat-encino","bars","3.5",226,"2",91316,"34.1617","-118.511"
"1115","V6BhSKroSTHmBgPU-izZXQ","Blu Jam Cafe","blu-jam-cafe-tarzana","cafes","4.5",542,"2",91356,"34.1702","-118.541"
"1116","hee1__R7mvB-AYb7Rdv3cA","Trejo's Cantina - Woodland Hills","trejos-cantina-woodland-hills-woodland-hills","mexican","3.5",379,"2",91367,"34.1787","-118.6"
"1117","tDM69AYOCIXiP1pAxdmLzA","Mandarin Deli","mandarin-deli-northridge","chinese","4",423,"2",91324,"34.2393","-118.537"
"1118","qLAVvIhEriCdyptgqGR_FQ","Bluebird Brasserie","bluebird-brasserie-los-angeles-4","brewpubs","4",210,"2",91423,"34.148","-118.432"
"1119","oZqJtosBePR6nOxDEvVjTw","A&W Seafood Restaurant","a-and-w-seafood-restaurant-northridge-3","seafood","3.5",478,"2",91324,"34.2393","-118.536"
"1120","c6uABdDu6pKq2i0uF1NvqA","Vic's Food To Go","vics-food-to-go-north-hollywood","thai","4",364,"1",91606,"34.187","-118.406"
"1121","ATLfHyEexBFFGhfQBN9OtQ","Pieology Pizzeria","pieology-pizzeria-los-angeles-8","pizza","3.5",185,"1",91326,"34.2759","-118.57"
"1122","ja_cBagHfhI0eFJrw3BRTA","Kobee Factory","kobee-factory-van-nuys-2","mideastern","4.5",536,"2",91401,"34.1793","-118.44"
"1123","WK0nEb83WBWtakZARQjMFg","The Carving Board","the-carving-board-tarzana","cafes","4.5",984,"2",91356,"34.1702","-118.539"
"1124","wcsd41E9wE9-dLnh9GZufA","Mom's Bar B-Q House","moms-bar-b-q-house-van-nuys","bbq","4",439,"2",91405,"34.1938","-118.439"
"1125","nKCN3ETivfAVNncTQ2AJOA","Commonwealth Restaurant","commonwealth-restaurant-burbank","newamerican","4.5",802,"3",91502,"34.1823","-118.305"
"1126","A1KpjOwyTauE6NYlfGnzCA","Claim Jumper Restaurants","claim-jumper-restaurants-northridge-2","tradamerican","3",617,"2",91324,"34.2416","-118.554"
"1127","qUMOR-pfGKDmbCClq-nazQ","Fishbone Seafood","fishbone-seafood-tarzana","seafood","4.5",617,"2",91356,"34.1721","-118.536"
"1128","qGRgpce6uc1firht4zs9Nw","Bazille at Nordstrom","bazille-at-nordstrom-canoga-park","newamerican","4.5",224,"2",91303,"34.1888","-118.603"
"1129","yxevaRY1JOA7fzA6VRHkdA","The Nook","the-nook-los-angeles","breakfast_brunch","4",847,"2",91316,"34.1602","-118.51"
"1130","F0gXMc0W1GnrauLnS0HAgQ","Musashi Japanese Cuisine","musashi-japanese-cuisine-porter-ranch","sushi","2.5",302,"2",91326,"34.2754","-118.563"
"1131","rPufWjgun7CSJi2xoNSTFw","Skewers Halal","skewers-halal-chatsworth","halal","4.5",197,"2",91311,"34.249","-118.606"
"1132","mHiuzOpjZGi9MtMWsjo6aA","The Boiling Crab","the-boiling-crab-woodland-hills-2","seafood","3.5",342,"2",91364,"34.1587","-118.636"
"1133","IOLkpFs6mRqzF_qlygmF5Q","The Fat Dog","the-fat-dog-north-hollywood","gastropubs","4",515,"2",91601,"34.1646","-118.372"
"1134","iFQOcE33X12V_iO4WY1qqg","Tokyo Cube","tokyo-cube-los-angeles","japanese","4.5",368,"2",90068,"34.128","-118.347"
"1135","6-cwH6mdCxjA03tzasjwDg","House of Shish Kabob","house-of-shish-kabob-chatsworth","persian","4",224,"2",91311,"34.2554","-118.579"
"1136","f-M3QDPpUI_pSaH8UYIbEQ","College of the Canyons Cafeteria","college-of-the-canyons-cafeteria-valencia","cafeteria","4",1,"4",91355,"34.3951","-118.565"
"1137","Mw0iIcNJEB9g-2ReBeFeUw","Lima Limón Peruvian Restaurant","lima-limón-peruvian-restaurant-santa-clarita-2","peruvian","4",555,"2",91350,"34.4337","-118.53"
"1138","SLqL6yZR6lPEA98At5dU-A","Eat Real Café","eat-real-café-santa-clarita","newamerican","4.5",352,"2",91321,"34.3786","-118.543"
"1139","R9SY_XYe23c6QmpioKZ8VA","Kebab Halebi","kebab-halebi-van-nuys","mideastern","4.5",324,"2",91406,"34.2018","-118.467"
"1140","cQOp1T117VIMrh-66YWhfQ","Thai Bamboo","thai-bamboo-northridge","thai","4",539,"2",91324,"34.235","-118.553"
"1141","fxdeBsNkBHMCSp-04DdExQ","EuroAsia","euroasia-encino-2","russian","4",124,"2",91316,"34.1608","-118.507"
"1142","aZyfmxRSTAsySkqAyAgr3Q","Sabor Cocina Mexicana","sabor-cocina-mexicana-valencia","mexican","4",545,"2",91355,"34.4301","-118.555"
"1143","ICNxODfOMxzXxIOpTFd9OQ","Tacos El Venado","tacos-el-venado-north-hollywood","foodtrucks","4",291,"1",91606,"34.1866","-118.388"
"1144","uCol3avsN5mxyUGLVqA8gA","Falafel Palace","falafel-palace-northridge","mideastern","4",553,"1",91324,"34.2389","-118.537"
"1145","CCBcQyfg6B73bSePGDpTgQ","India Sweets & Spices","india-sweets-and-spices-northridge-2","indpak","4",121,"1",91325,"34.2278","-118.528"
"1146","05kdxlNsNeCL-qo4b8EoJw","Eureka!","eureka-woodland-hills","bars","4",917,"2",91367,"34.1839","-118.605"
"1147","G7DUA0_7UaXpFEfDxIt77Q","TOMO Sushi & Japanese Fusion Cuisine","tomo-sushi-and-japanese-fusion-cuisine-northridge","japanese","4",343,"2",91324,"34.2581","-118.54"
"1148","i-7oqtcOaqidlmEba6QvLA","Hamptons 818","hamptons-818-sherman-oaks","breakfast_brunch","4",950,"2",91403,"34.1528","-118.458"
"1149","CyLA6tuAsPFQ8ytyoZio2g","The Habit Burger Grill","the-habit-burger-grill-northridge-2","burgers","4",395,"2",91324,"34.2378","-118.537"
"1150","J9ILWLfYtuEYQxyL9Zz2HQ","Bar Uerukamu","bar-uerukamu-los-angeles","japanese","4.5",56,"3",91406,"34.2016","-118.517"
"1151","6XxBB4c4tdNy6TmoY7rrWg","Pho 999","pho-999-van-nuys","vietnamese","3.5",796,"1",91411,"34.1874","-118.467"
"1152","lNwOO59Dc7h5P0Zp0BgVsg","Olive Garden Italian Restaurant","olive-garden-italian-restaurant-santa-clarita","italian","3.5",303,"2",91355,"34.4207","-118.563"
"1153","d0GXK3jDwQf3kUJbIP2sPQ","Chutamas Thai Cuisine","chutamas-thai-cuisine-northridge","thai","4.5",444,"2",91324,"34.2214","-118.554"
"1154","E6F3bv8wwla6EpFIZJF05Q","Ike's Love & Sandwiches","ikes-love-and-sandwiches-northridge","sandwiches","4",119,"2",91324,"34.2413","-118.559"
"1155","vhUy67yzQ27wjFQHUzlR8Q","Hawaiian Shaka Burger","hawaiian-shaka-burger-los-angeles-3","burgers","4.5",148,"2",91306,"34.208","-118.571"
"1156","ZP0S8D1qp5DRqKls_w4a-w","Meson Criollo Grill Restaurant","meson-criollo-grill-restaurant-van-nuys-2","colombian","4",200,"2",91406,"34.1943","-118.476"
"1157","KiyzyVHep_L9iAp0CNh1hg","Sushi Ko","sushi-ko-porter-ranch","sushi","3.5",305,"2",91326,"34.2738","-118.554"
"1158","9LYExXGLJ6Z7eeST-yEFcQ","Fina Estampa","fina-estampa-los-angeles","seafood","4",186,"2",91311,"34.2386","-118.572"
"1159","Ts7G7d6zFWrRf1opmhrwdg","El Criollo","el-criollo-van-nuys-4","cuban","4",257,"2",91405,"34.1913","-118.449"
"1160","Z63a6TU3HkmiTz-9tNvYCg","Tacos Corona Restaurant","tacos-corona-restaurant-van-nuys","mexican","4",287,"1",91407,"34.2017","-118.502"
"1161","ivB9wgTiTxUafDUxU5qxEg","Pedalers Fork","pedalers-fork-calabasas","newamerican","3.5",1214,"2",91302,"34.1572","-118.639"
"1162","EWLg8ynZLQbsq3c8l21XMA","Mandarin Wong Chinese Restaurant","mandarin-wong-chinese-restaurant-newhall","chinese","4",378,"2",91321,"34.3791","-118.551"
"1163","v4vZBayS6tGmc2YIEhzhPQ","Le Petit Restaurant","le-petit-restaurant-sherman-oaks","french","4",389,"2",91423,"34.1467","-118.424"
"1164","MlmZc_6lnw775e2exAcJCA","Ancora Cucina Italiana","ancora-cucina-italiana-tarzana","italian","4.5",302,"2",91356,"34.1728","-118.562"
"1165","YNw841v1dQQ8uUfeGZMD6Q","La Scala Presto","la-scala-presto-encino","restaurants","5",1,"3",91436,"34.1566","-118.487"
"1166","Z1ZpBP8GX4uRdkbf8zkapg","Pacific Kitchen","pacific-kitchen-stevenson-ranch-3","poke","5",152,"2",91381,"34.3867","-118.581"
"1167","b0xevm6wOnwE5a125bAmsw","Shin Woo Myun Oak","shin-woo-myun-oak-san-fernando-valley","korean","4",19,"1",91325,"34.2561","-118.537"
"1168","uFfpT6C7YWa1VoeLH9imBA","Tatang","tatang-los-angeles","filipino","4.5",232,"2",91606,"34.1795","-118.367"
"1169","MjanCXDDuq8TMCS7ICSIHg","Red Robin Gourmet Burgers","red-robin-gourmet-burgers-northridge","burgers","3",479,"2",91324,"34.2407","-118.556"
"1170","LxvK4ZqpqS5sJk_gK7RRsw","MAMBO INTERNATIONAL KITCHEN","mambo-international-kitchen-northridge","asianfusion","4.5",129,"2",91324,"34.2208","-118.553"
"1171","LvCe3gVQJrMGPi0LxcEAlg","The Six Chow House","the-six-chow-house-studio-city","newamerican","4.5",1578,"2",91604,"34.1443","-118.409"
"1172","CEm_9pjjl345U7QVOxSkfA","Zankou Chicken","zankou-chicken-van-nuys","mediterranean","4",580,"2",91411,"34.1738","-118.466"
"1173","hqP4osXu0JzePwFikR44Eg","Sola Japanese Izakaya Dining","sola-japanese-izakaya-dining-encino-5","tapasmallplates","4.5",153,"2",91436,"34.1554","-118.48"
"1174","bvmCETjJwUHMJCo7_qrMDw","California Tikka Chicken","california-tikka-chicken-van-nuys","indpak","4.5",117,"2",91406,"34.1943","-118.503"
"1175","cz_0AmDhRH7T_iRvvx0THg","Cascabel","cascabel-los-angeles","mexican","4",702,"2",91602,"34.1526","-118.364"
"1176","RMEYezH8GOwXB02NpybUtg","Ani Bakery","ani-bakery-granada-hills","bakeries","4.5",46,"1",91344,"34.2648","-118.522"
"1177","ArHA8M1PqZwGl-yDwr74Qg","In-N-Out Burger","in-n-out-burger-porter-ranch","burgers","4",199,"1",91326,"34.2759","-118.568"
"1178","DcE5PuJNKoi-9GwzX4iLew","The Sushi By Jin","the-sushi-by-jin-north-hollywood","japanese","4",788,"2",91606,"34.1798","-118.396"
"1179","2T4sKB_9C1WdH2Higz1WKQ","Yamato Restaurant","yamato-restaurant-stevenson-ranch","japanese","3",612,"2",91381,"34.3817","-118.572"
"1180","O6MjFe5Ya4IDWt6vHeLFlA","The Star Bar","the-star-bar-los-angeles-2","divebars","4",47,"1",91311,"34.2571","-118.596"
"1181","FPxPFgqntrdx9LoyOp9Zfg","Dog Haus","dog-haus-canoga-park","hotdog","4",1015,"1",91303,"34.1883","-118.606"
"1182","C1ieWg4mSHrejWLfQmiGFA","Mongolian Bar-B-Q King's","mongolian-bar-b-q-kings-reseda","mongolian","4",209,"2",91335,"34.1935","-118.562"
"1183","MkIjTdpUqb_gQOGADMuCdA","Flaming Lava Grill","flaming-lava-grill-los-angeles","foodtrucks","5",19,"1",91403,"34.1312","-118.437"
"1184","WGM25VRTr3ztxGjFexNhLg","Frankie's Italian Kitchen","frankies-italian-kitchen-tarzana","italian","4",300,"2",91356,"34.1709","-118.536"
"1185","MQCGRBup0TngpyftcLxQOg","Urban Skillet","urban-skillet-los-angeles","halal","4",636,"2",91601,"34.1626","-118.373"
"1186","WUACpmPkk7zwjkzdgB5ICg","Nick's Kitchen","nicks-kitchen-reseda","turkish","4.5",181,"2",91337,"34.1927","-118.562"
"1187","6CQJS2lo_2K4RaKHO1XGoQ","Catch 21","catch-21-valencia","seafood","4",262,"1",91355,"34.4433","-118.577"
